Vancouver,Max of Vancouver,,Vancouver
140,285.77,,140
140,285.04,,140
120,284.27,,120
100,283.58,,100
100,282.39,,100
100,281.58,,100
80,281.01,,80
80,280.24,,80
70,280.08,,70
100,279.92,,100
80,279.78,,80
80,279.74,,80
100,279.59,,100
100,279.38,,100
100,279.48,,100
90,280.1,,90
100,280.57,,100
90,281.56,,90
80,281.92,,80
100,282.61,,100
70,282.91,,70
80,282.79,,80
70,282.42,,70
60,281.76,,60
80,281.08,,80
70,280.68,,70
90,280.59,,90
90,280.43,,90
90,280.07,,90
100,280.01,,100
130,280.23,,130
150,280.57,,150
160,280.39,,160
170,280.59,,170
160,280.57,,160
170,280.36,,170
180,280.18,,180
160,280.14,,160
130,280.08,,130
100,280.23,,100
120,280.79,,120
170,281.61,,170
180,282.2,,180
170,283.31,,170
150,283.91,,150
150,284.14,,150
160,285.4,,160
180,285.29,,180
150,284.92,,150
170,284.11,,170
150,283.5,,150
170,282.66,,170
200,282.15,,200
190,281.7,,190
160,280.87,,160
0,280.4,,0
130,279.83,,130
90,279.79,,90
80,279.29,,80
90,279.19,,90
80,279.37,,80
90,279.54,,90
80,279.85,,80
80,280.09,,80
90,280.57,,90
90,281.38,,90
140,282.07,,140
130,282.13,,130
110,282.04,,110
130,282.02,,130
110,281.9,,110
100,281.78,,100
90,281.55,,90
120,281.49,,120
50,281.19,,50
90,281.22,,90
120,281.28,,120
240,281.1,,240
0,280.88,,0
240,280.73,,240
240,280.7,,240
240,280.62,,240
260,280.8,,260
280,280.91,,280
280,280.57,,280
280,280.21,,280
280,280.13,,280
300,280.45,,300
270,281.24,,270
250,282.05,,250
210,282.56,,210
210,283.79,,210
220,284.27,,220
210,284.78,,210
250,284.99,,250
260,285,,260
240,284.93,,240
160,284.38,,160
200,284.13,,200
170,283.47,,170
30,283.26,,30
20,282.78,,20
60,282.34,,60
50,282.23,,50
50,281.58,,50
60,281.38,,60
60,281.25,,60
70,281.21,,70
130,281.16,,130
70,281.23,,70
80,281.31,,80
80,281.66,,80
70,282.05,,70
90,282.82,,90
60,284.11,,60
40,285.76,,40
90,286.72,,90
250,288.38,,250
290,289.41,,290
280,289.24,,280
300,289.17,,300
300,288.97,,300
300,287.64,,300
0,286.55,,0
120,285.58,,120
200,284.84,,200
80,284.6,,80
140,284.68,,140
180,284.66,,180
120,284.26,,120
90,284.03,,90
90,283.85,,90
80,283.51,,80
100,283.4,,100
110,283.14,,110
130,283.17,,130
120,283.43,,120
120,283.63,,120
150,283.77,,150
110,284.39,,110
150,284.99,,150
150,285.99,,150
160,286.7,,160
140,286.63,,140
160,285.71,,160
130,285.37,,130
100,284.89,,100
140,284.54,,140
260,283.25,,260
290,283.1,,290
280,282.9,,280
280,281.84,,280
280,281.15,,280
270,280.71,,270
270,280.56,,270
270,280.24,,270
270,279.14,,270
280,278.78,,280
290,278.89,,290
280,280.29,,280
280,280.9,,280
290,282.11,,290
280,283.38,,280
270,283.87,,270
240,284.6,,240
230,284.97,,230
250,285.13,,250
230,284.29,,230
210,283.85,,210
180,283.36,,180
190,283.36,,190
200,282.17,,200
330,281.53,,330
20,281.11,,20
50,280.95,,50
40,280.52,,40
100,278.63,,100
70,278.15,,70
10,278,,10
90,277.62,,90
90,277.65,,90
80,277.88,,80
80,278.15,,80
100,278.58,,100
100,280,,100
100,281.08,,100
90,282.18,,90
80,283.51,,80
220,284.24,,220
230,285.33,,230
230,285.81,,230
230,285.79,,230
250,285.79,,250
260,284.57,,260
230,284.23,,230
280,283.56,,280
300,282.91,,300
310,282.52,,310
330,281.95,,330
0,281.41,,0
300,281.47,,300
200,281.02,,200
270,280.96,,270
180,280.93,,180
220,281.01,,220
0,281.01,,0
30,281.18,,30
120,281.6,,120
200,282.42,,200
190,283.07,,190
0,283.94,,0
200,285.38,,200
180,286.08,,180
180,287.12,,180
180,287.35,,180
180,287.53,,180
180,287.75,,180
180,286.9,,180
0,286.15,,0
0,284.29,,0
0,283.32,,0
360,282.54,,360
270,281.9,,270
270,281.06,,270
320,280.36,,320
360,279.84,,360
270,279.84,,270
0,279.39,,0
320,279.14,,320
10,278.83,,10
360,278.61,,360
10,280.2,,10
10,281.9,,10
10,283.55,,10
320,285,,320
270,285.99,,270
320,286.76,,320
320,287.67,,320
290,288.26,,290
280,288.54,,280
280,288.52,,280
290,288.27,,290
300,287.57,,300
310,285.56,,310
320,283.65,,320
30,282.9,,30
60,282.12,,60
320,281.54,,320
80,281.03,,80
30,280.47,,30
0,279.56,,0
0,278.88,,0
70,278.19,,70
0,277.92,,0
0,278.2,,0
0,280.06,,0
300,282.89,,300
300,285.3,,300
240,286.52,,240
240,287.65,,240
250,288.35,,250
250,289.61,,250
250,290.21,,250
280,290.72,,280
300,290.51,,300
310,289.83,,310
300,289.17,,300
300,286.28,,300
20,284.4,,20
50,283.2,,50
0,282.57,,0
330,281.4,,330
0,280.74,,0
40,280.24,,40
90,279.68,,90
0,279.16,,0
0,278.52,,0
140,278.29,,140
110,278.58,,110
110,281.58,,110
100,283.14,,100
160,284.37,,160
90,286.21,,90
250,287.37,,250
260,288.91,,260
240,289.75,,240
200,289.82,,200
150,289.74,,150
140,289.88,,140
290,288.88,,290
300,287.47,,300
290,286.7,,290
290,285.79,,290
280,285.04,,280
260,284.27,,260
260,283.52,,260
250,283.09,,250
250,282.83,,250
124,282,,124
260,280.9,,260
260,280.71,,260
270,280.81,,270
270,280.54,,270
250,281.98,,250
250,283.08,,250
220,284.03,,220
180,284.4,,180
130,285.01,,130
190,285.74,,190
140,285.14,,140
150,285.09,,150
120,284.98,,120
160,285.01,,160
180,284.76,,180
160,284.35,,160
160,283.74,,160
0,283.02,,0
150,282.17,,150
70,281.4,,70
70,281.2,,70
60,280.87,,60
60,280.75,,60
70,280.58,,70
90,280.42,,90
80,280.11,,80
80,280.15,,80
90,280.28,,90
90,280.5,,90
100,280.86,,100
120,281.44,,120
130,282.1,,130
130,282.23,,130
120,282.61,,120
120,282.91,,120
130,283.16,,130
130,283.48,,130
120,283.47,,120
130,283.31,,130
130,283.25,,130
140,283.04,,140
140,282.95,,140
140,282.77,,140
120,282.68,,120
100,282.64,,100
100,282.31,,100
130,282.39,,130
150,282.48,,150
140,282.32,,140
160,282.13,,160
90,281.85,,90
80,281.76,,80
120,281.93,,120
130,282.4,,130
120,282.61,,120
120,282.93,,120
130,283.08,,130
100,283.23,,100
140,283.58,,140
130,283.8,,130
130,283.79,,130
130,283.52,,130
140,283.35,,140
150,282.84,,150
280,281.65,,280
270,280.29,,270
270,280.49,,270
270,280.6,,270
280,280.48,,280
280,280.32,,280
260,280.33,,260
250,280.21,,250
270,279.79,,270
270,279.5,,270
260,279.57,,260
250,279.72,,250
270,280.54,,270
270,282.01,,270
260,282.97,,260
260,283.8,,260
230,284.14,,230
230,285.01,,230
240,285.37,,240
180,285.72,,180
180,285.83,,180
190,285.74,,190
170,285.2,,170
120,284.56,,120
140,283.49,,140
100,282.02,,100
80,281.01,,80
60,280.68,,60
70,280.61,,70
80,280.5,,80
100,280.14,,100
100,280,,100
90,280.14,,90
90,279.99,,90
250,280.07,,250
90,280.22,,90
80,280.76,,80
90,281.44,,90
100,282.3,,100
90,283.36,,90
100,284.52,,100
130,284.39,,130
130,283.26,,130
140,282.27,,140
130,282.5,,130
140,282.24,,140
150,282.19,,150
150,282.7,,150
150,282.38,,150
170,282.16,,170
190,281.85,,190
190,281.76,,190
210,281.53,,210
210,281.58,,210
190,281.19,,190
180,280.55,,180
190,280.31,,190
80,279.98,,80
80,280.19,,80
0,280.2,,0
46,281.0433333,,46
133,281.6315,,133
140,282.73,,140
140,283.87,,140
130,284.2,,130
150,284.46,,150
140,285.19,,140
100,285.92,,100
140,285.65,,140
140,284.61,,140
80,284.35,,80
60,284.12,,60
50,283.01,,50
60,282.34,,60
90,281.93,,90
70,281.82,,70
60,281.52,,60
80,281.36,,80
80,281.29,,80
20,281.36,,20
150,281.22,,150
0,280.97,,0
350,280.76,,350
0,280.87,,0
240,281.06,,240
0,281.62,,0
290,282.17,,290
0,283.67,,0
300,284.15,,300
290,284.8,,290
310,285.2,,310
300,285.77,,300
290,286.47,,290
280,285.73,,280
290,285.03,,290
290,283.8,,290
290,282.99,,290
280,282.39,,280
270,282.23,,270
280,281.7,,280
270,281.47,,270
260,281.42,,260
260,281.17,,260
270,281.05,,270
270,280.86,,270
270,280.58,,270
280,280.63,,280
270,280.66,,270
250,280.9,,250
240,281.56,,240
220,282.31,,220
210,283.58,,210
230,284.26,,230
220,285,,220
220,285.3,,220
180,285.93,,180
170,286.21,,170
180,285.67,,180
190,285.37,,190
150,284.17,,150
170,283.32,,170
260,282.05,,260
320,281.1,,320
80,280.44,,80
60,280.09,,60
60,280.05,,60
60,279.86,,60
70,279.75,,70
100,279.7,,100
120,279.05,,120
130,279.06,,130
120,279.15,,120
130,279.69,,130
130,280.06,,130
130,280.77,,130
120,281.86,,120
150,283.1,,150
180,283.56,,180
150,284.14,,150
140,284.7,,140
110,284.66,,110
140,285.3,,140
120,285.19,,120
110,284.55,,110
110,283.57,,110
110,282.8,,110
100,282.05,,100
90,281.42,,90
70,281.21,,70
70,280.79,,70
80,280.57,,80
90,280.43,,90
80,280.27,,80
80,280.07,,80
100,279.98,,100
90,280.07,,90
90,280.54,,90
90,281.22,,90
100,282.89,,100
140,283.4,,140
140,283.26,,140
140,283.38,,140
150,283.84,,150
170,284.62,,170
150,285.14,,150
180,285.64,,180
200,285.09,,200
190,284.33,,190
180,283.12,,180
180,282.63,,180
70,281.61,,70
120,281.2,,120
150,280.86,,150
170,280.05,,170
100,279.55,,100
90,279.17,,90
90,279.18,,90
90,279.1,,90
90,279,,90
90,279.1,,90
100,280.12,,100
0,282.22,,0
240,283.3,,240
230,283.49,,230
240,284.8,,240
240,285.66,,240
260,285.69,,260
240,286.22,,240
240,286.47,,240
20,286.42,,20
270,286.19,,270
260,285.52,,260
240,283.92,,240
230,282.32,,230
180,281.12,,180
0,280.05,,0
40,279.19,,40
80,278.78,,80
90,278.42,,90
80,277.92,,80
70,277.68,,70
90,277.48,,90
80,277.72,,80
100,277.94,,100
80,279.83,,80
90,281.02,,90
130,282.33,,130
160,283.15,,160
120,283.69,,120
140,283.9,,140
120,284.9,,120
160,285.53,,160
120,285.74,,120
130,285.68,,130
140,285.68,,140
100,285.26,,100
90,284.34,,90
120,283.74,,120
120,282.8,,120
120,281.63,,120
130,280.93,,130
130,280.65,,130
140,280.29,,140
170,279.98,,170
170,280.09,,170
180,280.07,,180
160,279.92,,160
170,279.96,,170
180,280.29,,180
180,280.87,,180
170,281.48,,170
190,282.31,,190
190,283.21,,190
210,283.61,,210
200,284.28,,200
200,284.17,,200
190,284.05,,190
170,284.42,,170
200,283.69,,200
190,283.45,,190
210,282.69,,210
210,281.78,,210
210,281.11,,210
210,280.69,,210
180,279.94,,180
100,279.37,,100
100,279.11,,100
90,278.99,,90
90,278.88,,90
70,278.97,,70
80,278.78,,80
70,279.35,,70
80,280.56,,80
100,281.77,,100
140,282.37,,140
120,283.05,,120
150,284.43,,150
140,285.34,,140
120,286.17,,120
110,287.14,,110
140,287.41,,140
140,287.57,,140
220,287.52,,220
210,287.19,,210
330,285.48,,330
20,283.82,,20
50,282.5,,50
60,282.11,,60
70,281.88,,70
80,281.59,,80
80,281.72,,80
90,282.09,,90
90,281.5,,90
80,281.73,,80
80,281.73,,80
40,281.6215,,40
54,282.6436,,54
5,282.3466667,,5
10,283.1803333,,10
29,285.1735,,29
30,285.6206667,,30
45,287.2273333,,45
28,287.091,,28
53,289.2786667,,53
46,289.7233333,,46
34,288.379,,34
30,289.42,,30
20,288.672,,20
28,286.648,,28
12,286.3253333,,12
14,284.7266667,,14
15,284.7855,,15
17,282.6343333,,17
19,282.1406667,,19
19,281.757,,19
21,281.2266667,,21
22,280.8063333,,22
26,282.5175,,26
26,281.3866667,,26
28,282.3873333,,28
161,284.9275,,161
120,285.415,,120
210,287.442,,210
150,287.6705,,150
289,290.297,,289
279,291.125,,279
297,290.9215,,297
278,292.0933333,,278
286,292.2336667,,286
288,291.136,,288
299,291.689,,299
302,291.004,,302
315,289.2805,,315
316,288.9416667,,316
326,287.5643333,,326
330,287.387,,330
341,285.6096667,,341
347,285.0323333,,347
171,284.9675,,171
238,284.2193333,,238
122,283.9836667,,122
198,285.5285,,198
19,284.6993333,,19
31,285.6506667,,31
43,288.1475,,43
55,288.5836667,,55
67,290.5653333,,67
147,290.6315,,147
137,293.2516667,,137
194,293.9563333,,194
173,293.5855,,173
256,294.6486667,,256
261,294.6363333,,261
272,293.298,,272
274,293.7276667,,274
283,292.8313333,,283
214,290.553,,214
249,290.1173333,,249
206,288.2996667,,206
199,288.2685,,199
144,285.8553333,,144
125,285.2286667,,125
124,284.8755,,124
100,284.1576667,,100
93,283.7133333,,93
98,285.9325,,98
87,284.6003333,,87
88,285.9316667,,88
106,286.912,,106
101,288.3603333,,101
113,289.4576667,,113
117,289.1765,,117
132,290.7333333,,132
138,290.9116667,,138
136,290.3325,,136
145,290.7633333,,145
146,290.4366667,,146
168,289.734,,168
161,289.5326667,,161
175,288.9553333,,175
178,287.7505,,178
197,287.3823333,,197
203,286.3866667,,203
200,285.4875,,200
210,284.4596667,,210
210,283.5283333,,210
191,283.618,,191
197,282.3463333,,197
185,282.0956667,,185
190,282.4345,,190
171,281.9873333,,171
171,282.1296667,,171
177,283.057,,177
174,282.9376667,,174
178,283.6033333,,178
171,283.5785,,171
179,284.4743333,,179
176,284.6796667,,176
134,284.493,,134
144,284.829,,144
115,284.773,,115
90,285.15,,90
90,285.15,,90
90,285.15,,90
86,284.39775,,86
75,282.089,,75
76,282.115,,76
79,282.1445,,79
79,282.1693333,,79
82,282.1976667,,82
94,282.31275,,94
100,282.37,,100
100,282.24,,100
90,282.01,,90
70,281.94,,70
70,281.81,,70
60,281.85,,60
60,282.12,,60
70,282.31,,70
70,283.07,,70
70,283.33,,70
334,283.21,,334
98,282.93,,98
98,282.99,,98
102,283.13,,102
76,283.07,,76
59,283,,59
343,282.79,,343
91,282.67,,91
318,282.19,,318
90,282.53,,90
90,281.84,,90
82,281.69,,82
238,281.52,,238
87,281.31,,87
87,281.42,,87
76,281.32,,76
76,281.36,,76
76,281.36,,76
68,281.55,,68
79,281.84,,79
80,282.14,,80
151,282.34,,151
37,283.08,,37
37,283.94,,37
211,284.42,,211
12,285.27,,12
182,287.06,,182
257,287.61,,257
166,287.49,,166
283,287.2,,283
100,286.8,,100
100,286.57,,100
100,284.42,,100
81,284.06,,81
322,283.26,,322
256,283.14,,256
302,282.61,,302
303,282.18,,303
73,282.02,,73
76,281.4652173,,76
75,282.3811796,,75
80,281.399,,80
79,282.224,,79
140,283.64,,140
140,284.56,,140
120,285.42,,120
352,285.64,,352
266,286.7,,266
127,287.56,,127
231,288.21,,231
231,288.15,,231
187,288.31,,187
310,285.288,,310
172,288.9,,172
193,288.12,,193
148,287.33,,148
143,286.2,,143
137,285.23,,137
114,283.27,,114
346,283.44,,346
284,282.41,,284
80,281.86,,80
74,281.63,,74
67,281.72,,67
322,281.35,,322
72,280.38,,72
131,280.76,,131
87,282.6,,87
181,284.15,,181
32,285.02,,32
32,286.97,,32
181,287.53,,181
13,288.97,,13
123,290.16,,123
260,290.38,,260
108,290.64,,108
202,290.96,,202
352,290.7,,352
251,289.78,,251
91,288.02,,91
91,287.48,,91
102,285.68,,102
102,284.88,,102
57,284.1,,57
96,283.98,,96
75,283.52,,75
3,283.09,,3
273,283.13,,273
224,283.32,,224
348,283.42,,348
121,282.86,,121
116,283.61,,116
95,284.36,,95
285,285.97,,285
75,286.77,,75
257,288.19,,257
129,288.79,,129
205,287.93,,205
188,285.95,,188
122,284.65,,122
59,284.15,,59
70,283.93,,70
113,283.87,,113
207,283.68,,207
113,283.34,,113
120,283.43,,120
124,283.63,,124
189,283.56,,189
196,283.62,,196
196,283.53,,196
137,283.14,,137
217,282.76,,217
180,282.65,,180
217,282.48,,217
201,282.55,,201
201,282.83,,201
201,283.23,,201
194,283.73,,194
180,284.76,,180
36,285.88,,36
180,286.3,,180
146,287.17,,146
201,287.69,,201
209,287.94,,209
167,287.96,,167
209,287.12,,209
291,286.68,,291
200,285.6,,200
101,284.37,,101
132,283.6,,132
312,282.95,,312
173,282.81,,173
289,282.56,,289
80,282.27,,80
153,282.27,,153
279,282.18,,279
279,281.96,,279
279,281.99,,279
221,281.82,,221
221,282.04,,221
268,282.887,,268
242,283.982,,242
242,282.59,,242
242,283.77,,242
128,284.8,,128
128,285.36,,128
66,285.92,,66
120,286.56,,120
243,286.9,,243
207,287.31,,207
113,287.36,,113
113,286.82,,113
113,285.98,,113
106,285.51,,106
118,285.24,,118
106,284.96,,106
97,284.69,,97
97,284.38,,97
352,283.78,,352
274,283.78,,274
72,283.73,,72
312,283.37,,312
238,283.45,,238
96,284.27,,96
96,284.86,,96
141,286.1,,141
59,288.26,,59
356,288.72,,356
240,289.65,,240
152,290.18,,152
305,290.61,,305
319,285.3,,319
226,291.45,,226
352,291,,352
202,291.25,,202
65,289.08,,65
346,287.98,,346
161,286.25,,161
161,285.88,,161
327,285.14,,327
29,284.43,,29
332,283.79,,332
78,284.374,,78
10,283.59,,10
294,283.35,,294
92,283.06,,92
68,284.798,,68
68,284.47,,68
68,284.798,,68
113,285.4,,113
113,285.4,,113
113,285.4,,113
36,292.64,,36
223,294.22,,223
217,294,,217
267,296,,267
259,295.34,,259
289,294.62,,289
315,294.73,,315
299,293.12,,299
315,286.67,,315
71,290.07,,71
206,289.76,,206
290,288.64,,290
289,288.8,,289
290,288.34,,290
290,287.92,,290
290,287.55,,290
7,287.51,,7
313,287.19,,313
313,286.523,,313
16,288.31,,16
313,289.82,,313
297,290.48,,297
250,290.83,,250
34,292.64,,34
262,294.94,,262
283,294.92,,283
283,295.15,,283
223,296.1,,223
288,288.731,,288
288,295.86,,288
294,295.15,,294
294,294.3,,294
276,292.59,,276
294,290.54,,294
294,289.7,,294
94,288.44,,94
304,287.99,,304
304,287.92,,304
296,287.576,,296
318,286.83,,318
318,285.6,,318
318,285.63,,318
342,286.917,,342
342,288.94,,342
342,290.1,,342
248,290.8,,248
232,293.83,,232
285,293.35,,285
348,295.28,,348
285,288.642,,285
254,297.24,,254
265,295.96,,265
218,297.18,,218
271,296.95,,271
285,289.184,,285
285,289.184,,285
285,293.19,,285
287,290.92,,287
285,289.604,,285
287,289.84,,287
50,289.27,,50
343,289.39,,343
295,288.813,,295
329,287.85,,329
329,287.44,,329
329,286.97,,329
322,287.801,,322
322,289.28,,322
322,287.801,,322
283,292.53,,283
283,294.15,,283
300,294.56,,300
291,294.35,,291
291,296.12,,291
219,296.15,,219
345,297.59,,345
314,298.09,,314
311,289.448,,311
305,289.165,,305
305,295.92,,305
305,289.165,,305
280,291.97,,280
280,290.87,,280
280,290.59,,280
187,290.22,,187
187,289.83,,187
134,289.39,,134
134,288.2,,134
95,287.15,,95
122,286.89,,122
110,286.73,,110
107,286.88,,107
109,287.82,,109
169,289.12,,169
184,289.84,,184
253,290.42,,253
254,290.48,,254
239,291.58,,239
258,291.55,,258
92,292.55,,92
207,291.41,,207
244,290.64,,244
171,290.1,,171
180,289.21,,180
92,288.86,,92
105,288.08,,105
250,287.62,,250
105,287.14,,105
124,287.02,,124
124,286.95,,124
143,286.54,,143
114,286.3,,114
114,286.16,,114
114,285.96,,114
118,285.75,,118
121,286.1,,121
121,286.51,,121
120,287.19,,120
237,287.41,,237
136,288.83,,136
256,289.96,,256
214,289.84,,214
168,290.35,,168
234,291.44,,234
225,291.38,,225
190,291.12,,190
221,290.21,,221
74,288.73,,74
74,288.03,,74
107,287.02,,107
107,286.32,,107
71,285.82,,71
233,285.64,,233
233,285.37,,233
289,285.3,,289
285,284.9,,285
285,284.39,,285
278,283.97,,278
281,284.31,,281
152,285.12,,152
130,286.23,,130
147,286.61,,147
166,287.73,,166
282,288.14,,282
135,288.99,,135
285,288.76,,285
135,289.97,,135
155,290.37,,155
155,291.08,,155
155,291.4,,155
176,290.62,,176
219,289.74,,219
176,288.69,,176
176,287.84,,176
150,287.39,,150
197,286.72,,197
171,286.22,,171
171,285.7,,171
269,285.47,,269
249,285.46,,249
205,285.06,,205
326,285.23,,326
16,285.47,,16
238,285.3,,238
16,285.83,,16
82,285.92,,82
82,286.49,,82
238,287.09,,238
117,288.37,,117
103,289.06,,103
250,290.24,,250
120,290.9,,120
120,290.21,,120
120,291.41,,120
81,290.96,,81
81,289.1,,81
81,289.07,,81
80,288.45,,80
80,287.72,,80
80,287.33,,80
118,286.85,,118
118,286.57,,118
59,286.4,,59
267,286.52,,267
267,286.34,,267
267,286.21,,267
268,285.67,,268
268,286.75,,268
268,288.3,,268
114,288.44,,114
114,289.57,,114
227,290.19,,227
294,291.6,,294
267,292.27,,267
261,292.63,,261
196,292.88,,196
220,292.84,,220
92,293.64,,92
178,292.64,,178
207,291.57,,207
182,290.22,,182
148,289.24,,148
76,287.61,,76
123,286.87,,123
153,286.2,,153
153,285.52,,153
159,285.21,,159
110,286,,110
100,285,,100
90,285,,90
100,284.07,,100
90,284.59,,90
90,284.75,,90
100,285.3,,100
140,286.58,,140
140,287.02,,140
120,288.2,,120
140,289.19,,140
140,289.65,,140
160,289.81,,160
170,289.83,,170
170,289.28,,170
170,288.7,,170
130,289.3,,130
130,288.3,,130
110,288.14,,110
90,288.15,,90
140,286.72,,140
140,287.15,,140
150,286,,150
100,285.15,,100
100,285.31,,100
90,285.15,,90
90,286.15,,90
80,285.41,,80
100,285.76,,100
110,286.57,,110
110,288.11,,110
120,288.61,,120
150,290,,150
280,291.11,,280
5,287.92,,5
280,291.78,,280
200,291.61,,200
270,291.35,,270
270,290.63,,270
300,290.61,,300
40,288.76,,40
190,289.59,,190
0,288.52,,0
30,288.46,,30
0,288.34,,0
70,288.46,,70
60,287.96,,60
130,287.28,,130
100,287.23,,100
80,287.45,,80
0,287.31,,0
100,286.53,,100
180,286.69,,180
180,286.58,,180
140,286.15,,140
140,285.54,,140
